#Created by HistoryFileGenerator at Fri May 19 18:36:58 MSK 2017
#Parameters: O=../PLok/hs/h1.csv, N=1019, Q=20000, R=20, W=5
@1019
!HOT_RANGES/RECENT_TRACKING/1-20, 70-90/5
183820,10,203,183816,183820
183840,10,203,183835,183840
183860,10,203,183855,183860
183880,660,805,183876,183880
183900,10,203,183895,183900
183920,10,203,183916,183920
183940,712,916,183935,183940
183960,712,916,183955,183960
183980,10,203,183976,183980
184000,712,916,183995,184000
184020,10,203,184015,184020
184040,10,203,184036,184040
184060,10,203,184056,184060
184080,10,203,184075,184080
184100,10,203,184096,184100
184120,502,915,184116,184120
184140,712,916,184136,184140
184160,10,203,184155,184160
184180,712,916,184176,184180
184200,10,203,184195,184200
184220,10,203,184215,184220
184240,712,916,184236,184240
184260,712,916,184255,184260
184280,712,916,184276,184280
184300,10,203,184296,184300
184320,543,979,184315,184320
184340,712,916,184336,184340
184360,36,886,184356,184360
184380,10,203,184376,184380
184400,712,916,184396,184400
184420,712,916,184415,184420
184440,712,916,184436,184440
184460,712,916,184455,184460
184480,712,916,184476,184480
184500,10,203,184496,184500
184520,712,916,184516,184520
184540,712,916,184535,184540
184560,10,203,184556,184560
184580,10,203,184575,184580
184600,119,359,184595,184600
184620,712,916,184615,184620
184640,10,203,184636,184640
184660,696,953,184656,184660
184680,712,916,184676,184680
184700,271,558,184696,184700
184720,10,203,184715,184720
184740,712,916,184735,184740
184760,712,916,184755,184760
184780,10,203,184775,184780
184800,712,916,184796,184800
184820,10,203,184816,184820
184840,10,203,184835,184840
184860,712,916,184855,184860
184880,10,203,184876,184880
184900,10,203,184895,184900
184920,712,916,184916,184920
184940,510,579,184935,184940
184960,712,916,184956,184960
184980,992,1010,184975,184980
185000,10,203,184995,185000
185020,712,916,185015,185020
185040,10,203,185035,185040
185060,10,203,185056,185060
185080,10,203,185075,185080
185100,712,916,185096,185100
185120,534,747,185116,185120
185140,712,916,185136,185140
185160,338,640,185156,185160
185180,10,203,185175,185180
185200,712,916,185195,185200
185220,10,203,185215,185220
185240,10,203,185236,185240
185260,712,916,185255,185260
185280,712,916,185276,185280
185300,10,203,185295,185300
185320,10,203,185316,185320
185340,10,203,185336,185340
185360,10,203,185355,185360
185380,10,203,185375,185380
185400,712,916,185395,185400
185420,10,203,185416,185420
185440,10,203,185436,185440
185460,712,916,185456,185460
185480,712,916,185476,185480
185500,712,916,185495,185500
185520,398,480,185516,185520
185540,319,811,185535,185540
185560,712,916,185556,185560
185580,10,203,185576,185580
185600,10,203,185595,185600
185620,10,203,185615,185620
185640,649,961,185636,185640
185660,10,203,185656,185660
185680,108,810,185675,185680
185700,712,916,185695,185700
185720,396,461,185716,185720
185740,10,203,185736,185740
185760,10,203,185756,185760
185780,712,916,185775,185780
185800,10,203,185795,185800
185820,243,964,185816,185820
185840,10,203,185836,185840
185860,712,916,185856,185860
185880,712,916,185876,185880
185900,10,203,185896,185900
185920,249,554,185916,185920
185940,10,203,185935,185940
185960,712,916,185955,185960
185980,712,916,185976,185980
186000,10,203,185995,186000
186020,712,916,186015,186020
186040,712,916,186035,186040
186060,10,203,186055,186060
186080,712,916,186075,186080
186100,10,203,186095,186100
186120,937,962,186115,186120
186140,712,916,186135,186140
186160,10,203,186155,186160
186180,712,916,186176,186180
186200,712,916,186196,186200
186220,712,916,186215,186220
186240,712,916,186235,186240
186260,712,916,186256,186260
186280,10,203,186276,186280
186300,10,203,186295,186300
186320,712,916,186315,186320
186340,712,916,186336,186340
186360,10,203,186355,186360
186380,712,916,186375,186380
186400,10,203,186396,186400
186420,712,916,186416,186420
186440,10,203,186435,186440
186460,856,950,186455,186460
186480,10,203,186476,186480
186500,712,916,186496,186500
186520,10,203,186515,186520
186540,10,203,186536,186540
186560,712,916,186555,186560
186580,712,916,186575,186580
186600,712,916,186595,186600
186620,10,203,186616,186620
186640,712,916,186635,186640
186660,10,203,186655,186660
186680,712,916,186675,186680
186700,795,858,186695,186700
186720,712,916,186716,186720
186740,10,203,186735,186740
186760,10,203,186755,186760
186780,712,916,186775,186780
186800,10,203,186796,186800
186820,613,696,186816,186820
186840,10,203,186835,186840
186860,712,916,186856,186860
186880,10,203,186876,186880
186900,10,203,186895,186900
186920,10,203,186916,186920
186940,10,203,186936,186940
186960,712,916,186956,186960
186980,712,916,186976,186980
187000,32,515,186996,187000
187020,712,916,187016,187020
187040,10,203,187036,187040
187060,712,916,187055,187060
187080,10,203,187076,187080
187100,10,203,187096,187100
187120,712,916,187115,187120
187140,712,916,187136,187140
187160,712,916,187155,187160
187180,10,203,187175,187180
187200,396,660,187196,187200
187220,10,203,187215,187220
187240,625,895,187236,187240
187260,982,1012,187255,187260
187280,712,916,187275,187280
187300,712,916,187295,187300
187320,712,916,187315,187320
187340,10,203,187335,187340
187360,382,981,187355,187360
187380,10,203,187376,187380
187400,712,916,187395,187400
187420,712,916,187416,187420
187440,712,916,187435,187440
187460,10,203,187455,187460
187480,712,916,187476,187480
187500,712,916,187495,187500
187520,10,203,187516,187520
187540,10,203,187536,187540
187560,10,203,187555,187560
187580,712,916,187576,187580
187600,403,850,187595,187600
187620,712,916,187616,187620
187640,10,203,187635,187640
187660,712,916,187656,187660
187680,313,379,187675,187680
187700,844,947,187695,187700
187720,10,203,187716,187720
187740,10,203,187736,187740
187760,712,916,187756,187760
187780,712,916,187775,187780
187800,211,638,187795,187800
187820,10,203,187815,187820
187840,65,492,187835,187840
187860,712,916,187856,187860
187880,712,916,187875,187880
187900,10,203,187895,187900
187920,712,916,187916,187920
187940,712,916,187935,187940
187960,712,916,187956,187960
187980,10,203,187976,187980
188000,712,916,187995,188000
188020,712,916,188016,188020
188040,712,916,188036,188040
188060,884,885,188055,188060
188080,712,916,188075,188080
188100,712,916,188096,188100
188120,10,203,188115,188120
188140,712,916,188135,188140
188160,10,203,188156,188160
188180,700,827,188175,188180
188200,712,916,188196,188200
188220,78,588,188215,188220
188240,712,916,188235,188240
188260,712,916,188256,188260
188280,712,916,188275,188280
188300,550,752,188295,188300
188320,302,346,188316,188320
188340,10,203,188336,188340
188360,342,769,188356,188360
188380,463,835,188376,188380
188400,177,521,188396,188400
188420,712,916,188416,188420
188440,712,916,188436,188440
188460,10,203,188455,188460
188480,10,203,188475,188480
188500,712,916,188496,188500
188520,10,203,188516,188520
188540,10,203,188536,188540
188560,905,959,188555,188560
188580,10,203,188576,188580
188600,712,916,188595,188600
188620,712,916,188616,188620
188640,712,916,188635,188640
188660,10,203,188655,188660
188680,712,916,188676,188680
188700,10,203,188696,188700
188720,10,203,188716,188720
188740,712,916,188735,188740
188760,712,916,188755,188760
188780,517,800,188776,188780
188800,10,203,188796,188800
188820,10,203,188816,188820
188840,481,988,188836,188840
188860,712,916,188856,188860
188880,712,916,188876,188880
188900,712,916,188895,188900
188920,10,203,188915,188920
188940,996,1006,188936,188940
188960,712,916,188956,188960
188980,75,477,188976,188980
189000,712,916,188996,189000
189020,685,985,189016,189020
189040,10,203,189035,189040
189060,234,659,189056,189060
189080,10,203,189076,189080
189100,10,203,189096,189100
189120,10,203,189116,189120
189140,10,203,189136,189140
189160,10,203,189156,189160
189180,10,203,189176,189180
189200,712,916,189195,189200
189220,10,203,189216,189220
189240,433,641,189236,189240
189260,712,916,189255,189260
189280,10,203,189276,189280
189300,10,203,189295,189300
189320,729,973,189315,189320
189340,10,203,189335,189340
189360,10,203,189356,189360
189380,10,203,189375,189380
189400,712,916,189396,189400
189420,10,203,189415,189420
189440,10,203,189435,189440
189460,712,916,189455,189460
189480,10,203,189476,189480
189500,712,916,189496,189500
189520,712,916,189516,189520
189540,10,203,189535,189540
189560,712,916,189556,189560
189580,712,916,189575,189580
189600,10,203,189595,189600
189620,712,916,189616,189620
189640,573,999,189636,189640
189660,935,990,189655,189660
189680,10,203,189675,189680
189700,10,203,189695,189700
189720,10,203,189716,189720
189740,10,203,189735,189740
189760,10,203,189755,189760
189780,712,916,189776,189780
189800,712,916,189796,189800
189820,10,203,189815,189820
189840,712,916,189836,189840
189860,527,887,189856,189860
189880,10,203,189876,189880
189900,10,203,189895,189900
189920,10,203,189916,189920
189940,996,997,189936,189940
189960,10,203,189956,189960
189980,712,916,189976,189980
190000,712,916,189996,190000
190020,712,916,190015,190020
190040,10,203,190036,190040
190060,712,916,190055,190060
190080,10,203,190076,190080
190100,712,916,190095,190100
190120,712,916,190115,190120
190140,10,203,190136,190140
190160,712,916,190156,190160
190180,712,916,190176,190180
190200,10,203,190195,190200
190220,10,203,190215,190220
190240,510,938,190236,190240
190260,10,203,190255,190260
190280,354,415,190276,190280
190300,712,916,190295,190300
190320,10,203,190316,190320
190340,712,916,190336,190340
190360,712,916,190356,190360
190380,105,981,190376,190380
190400,941,986,190395,190400
190420,712,916,190416,190420
190440,712,916,190436,190440
190460,10,203,190456,190460
190480,10,203,190475,190480
190500,10,203,190495,190500
190520,712,916,190515,190520
190540,377,756,190536,190540
190560,10,203,190555,190560
190580,10,203,190575,190580
190600,712,916,190596,190600
190620,911,1011,190615,190620
190640,10,203,190636,190640
190660,712,916,190656,190660
190680,10,203,190676,190680
190700,712,916,190696,190700
190720,10,203,190716,190720
190740,10,203,190735,190740
190760,712,916,190755,190760
190780,10,203,190776,190780
190800,10,203,190796,190800
190820,10,203,190815,190820
190840,10,203,190836,190840
190860,10,203,190855,190860
190880,712,916,190875,190880
190900,712,916,190895,190900
190920,873,929,190915,190920
190940,712,916,190936,190940
190960,10,203,190955,190960
190980,10,203,190975,190980
191000,712,916,190995,191000
191020,712,916,191016,191020
191040,10,203,191036,191040
191060,712,916,191056,191060
191080,442,811,191076,191080
191100,712,916,191095,191100
191120,227,379,191116,191120
191140,712,916,191136,191140
191160,133,637,191155,191160
191180,712,916,191175,191180
191200,10,203,191196,191200
191220,712,916,191216,191220
191240,43,798,191236,191240
191260,10,203,191256,191260
191280,10,203,191276,191280
191300,712,916,191296,191300
191320,10,203,191316,191320
191340,712,916,191335,191340
191360,712,916,191356,191360
191380,712,916,191376,191380
191400,712,916,191396,191400
191420,10,203,191415,191420
191440,712,916,191435,191440
191460,10,203,191456,191460
191480,10,203,191476,191480
191500,10,203,191495,191500
191520,10,203,191516,191520
191540,10,203,191536,191540
191560,610,781,191555,191560
191580,10,203,191575,191580
191600,10,203,191595,191600
191620,712,916,191615,191620
191640,679,722,191636,191640
191660,712,916,191656,191660
191680,10,203,191676,191680
191700,712,916,191696,191700
191720,10,203,191715,191720
191740,10,203,191735,191740
191760,10,203,191755,191760
191780,712,916,191776,191780
191800,640,1010,191795,191800
191820,10,203,191816,191820
191840,10,203,191835,191840
191860,712,916,191855,191860
191880,10,203,191875,191880
191900,712,916,191895,191900
191920,10,203,191916,191920
191940,10,203,191936,191940
191960,712,916,191956,191960
191980,10,203,191975,191980
192000,10,203,191995,192000
192020,712,916,192016,192020
192040,712,916,192036,192040
192060,712,916,192056,192060
192080,10,203,192075,192080
192100,712,916,192096,192100
192120,712,916,192115,192120
192140,10,203,192136,192140
192160,10,203,192155,192160
192180,10,203,192176,192180
192200,985,987,192196,192200
192220,10,203,192216,192220
192240,712,916,192235,192240
192260,712,916,192255,192260
192280,712,916,192275,192280
192300,10,203,192296,192300
192320,712,916,192316,192320
192340,10,203,192336,192340
192360,712,916,192355,192360
192380,10,203,192376,192380
192400,712,916,192396,192400
192420,712,916,192416,192420
192440,712,916,192436,192440
192460,712,916,192456,192460
192480,616,796,192475,192480
192500,10,203,192495,192500
192520,280,714,192515,192520
192540,10,203,192535,192540
192560,10,203,192556,192560
192580,10,203,192576,192580
192600,712,916,192596,192600
192620,10,203,192615,192620
192640,10,203,192636,192640
192660,712,916,192656,192660
192680,10,203,192675,192680
192700,712,916,192696,192700
192720,10,203,192716,192720
192740,712,916,192735,192740
192760,712,916,192755,192760
192780,712,916,192776,192780
192800,712,916,192796,192800
192820,10,203,192816,192820
192840,712,916,192836,192840
192860,10,203,192855,192860
192880,712,916,192876,192880
192900,712,916,192895,192900
192920,10,203,192916,192920
192940,10,203,192936,192940
192960,10,203,192955,192960
192980,712,916,192976,192980
193000,10,203,192995,193000
193020,712,916,193015,193020
193040,712,916,193036,193040
193060,712,916,193056,193060
193080,10,203,193076,193080
193100,712,916,193095,193100
193120,712,916,193115,193120
193140,712,916,193135,193140
193160,10,203,193155,193160
193180,712,916,193175,193180
193200,10,203,193195,193200
193220,712,916,193215,193220
193240,712,916,193236,193240
193260,10,203,193256,193260
193280,10,203,193275,193280
193300,712,916,193296,193300
193320,712,916,193316,193320
193340,10,203,193335,193340
193360,10,203,193356,193360
193380,10,203,193375,193380
193400,10,203,193396,193400
193420,712,916,193416,193420
193440,567,1006,193436,193440
193460,712,916,193456,193460
193480,712,916,193476,193480
193500,10,203,193495,193500
193520,712,916,193515,193520
193540,712,916,193535,193540
193560,712,916,193556,193560
193580,10,203,193576,193580
193600,10,203,193596,193600
193620,10,203,193615,193620
193640,10,203,193636,193640
193660,10,203,193656,193660
193680,10,203,193675,193680
193700,10,203,193696,193700
193720,10,203,193715,193720
193740,712,916,193736,193740
193760,712,916,193756,193760
193780,10,203,193776,193780
193800,10,203,193796,193800
193820,10,203,193816,193820
193840,194,705,193835,193840
193860,818,866,193855,193860
193880,377,655,193876,193880
193900,10,203,193895,193900
193920,712,916,193916,193920
193940,10,203,193935,193940
193960,712,916,193955,193960
193980,712,916,193976,193980
194000,712,916,193995,194000
194020,10,203,194015,194020
194040,712,916,194035,194040
194060,712,916,194055,194060
194080,712,916,194075,194080
194100,10,203,194096,194100
194120,10,203,194116,194120
194140,712,916,194136,194140
194160,10,203,194155,194160
194180,568,836,194176,194180
194200,712,916,194195,194200
194220,789,956,194215,194220
194240,712,916,194235,194240
194260,10,203,194256,194260
194280,475,523,194276,194280
194300,374,968,194296,194300
194320,712,916,194315,194320
194340,712,916,194335,194340
194360,10,203,194355,194360
194380,712,916,194375,194380
194400,712,916,194395,194400
194420,10,203,194415,194420
194440,807,989,194436,194440
194460,10,203,194456,194460
194480,712,916,194476,194480
194500,485,847,194495,194500
194520,10,203,194516,194520
194540,712,916,194536,194540
194560,10,203,194555,194560
194580,10,203,194576,194580
194600,712,916,194596,194600
194620,10,203,194615,194620
194640,712,916,194635,194640
194660,712,916,194656,194660
194680,514,848,194676,194680
194700,10,203,194695,194700
194720,10,203,194715,194720
194740,712,916,194735,194740
194760,712,916,194756,194760
194780,10,203,194775,194780
194800,712,916,194796,194800
194820,712,916,194816,194820
194840,10,203,194835,194840
194860,10,203,194856,194860
194880,790,1004,194876,194880
194900,10,203,194895,194900
194920,10,203,194916,194920
194940,10,203,194936,194940
194960,712,916,194956,194960
194980,712,916,194976,194980
195000,712,916,194996,195000
195020,712,916,195015,195020
195040,712,916,195036,195040
195060,712,916,195055,195060
195080,10,203,195075,195080
195100,10,203,195095,195100
195120,10,203,195115,195120
195140,712,916,195136,195140
195160,10,203,195156,195160
195180,712,916,195175,195180
195200,10,203,195195,195200
195220,712,916,195216,195220
195240,10,203,195235,195240
195260,10,203,195256,195260
195280,712,916,195276,195280
195300,724,838,195296,195300
195320,10,203,195316,195320
195340,712,916,195335,195340
195360,10,203,195355,195360
195380,712,916,195375,195380
195400,712,916,195396,195400
195420,712,916,195416,195420
195440,712,916,195436,195440
195460,150,417,195455,195460
195480,654,892,195476,195480
195500,712,916,195495,195500
195520,10,203,195516,195520
195540,712,916,195535,195540
195560,712,916,195555,195560
195580,712,916,195575,195580
195600,10,203,195595,195600
195620,712,916,195616,195620
195640,10,203,195635,195640
195660,712,916,195656,195660
195680,10,203,195675,195680
195700,10,203,195696,195700
195720,10,203,195716,195720
195740,712,916,195735,195740
195760,712,916,195756,195760
195780,712,916,195776,195780
195800,10,203,195796,195800
195820,10,203,195815,195820
195840,10,203,195835,195840
195860,10,203,195856,195860
195880,719,859,195875,195880
195900,712,916,195895,195900
195920,10,203,195916,195920
195940,712,916,195936,195940
195960,712,916,195956,195960
195980,10,203,195976,195980
196000,712,916,195996,196000
196020,10,203,196016,196020
196040,10,203,196036,196040
196060,610,807,196055,196060
196080,10,203,196075,196080
196100,712,916,196095,196100
196120,10,203,196115,196120
196140,10,203,196136,196140
196160,712,916,196156,196160
196180,10,203,196175,196180
196200,712,916,196195,196200
196220,10,203,196216,196220
196240,712,916,196235,196240
196260,10,203,196256,196260
196280,712,916,196275,196280
196300,10,203,196296,196300
196320,712,916,196316,196320
196340,10,203,196336,196340
196360,712,916,196355,196360
196380,712,916,196376,196380
196400,10,203,196395,196400
196420,712,916,196415,196420
196440,966,1012,196435,196440
196460,712,916,196456,196460
196480,712,916,196475,196480
196500,10,203,196495,196500
196520,270,846,196515,196520
196540,962,981,196535,196540
196560,712,916,196555,196560
196580,712,916,196575,196580
196600,10,203,196596,196600
196620,712,916,196615,196620
196640,712,916,196635,196640
196660,697,1002,196656,196660
196680,712,916,196676,196680
196700,712,916,196695,196700
196720,712,916,196715,196720
196740,10,203,196735,196740
196760,712,916,196756,196760
196780,10,203,196776,196780
196800,856,927,196795,196800
196820,10,203,196815,196820
196840,712,916,196836,196840
196860,10,203,196855,196860
196880,712,916,196876,196880
196900,712,916,196896,196900
196920,934,1013,196916,196920
196940,712,916,196936,196940
196960,712,916,196955,196960
196980,114,131,196976,196980
197000,10,203,196996,197000
197020,10,203,197016,197020
197040,712,916,197035,197040
197060,712,916,197055,197060
197080,10,203,197075,197080
197100,712,916,197095,197100
197120,10,203,197116,197120
197140,712,916,197136,197140
197160,10,203,197155,197160
197180,350,668,197175,197180
197200,10,203,197196,197200
197220,878,988,197216,197220
197240,10,203,197236,197240
197260,712,916,197256,197260
197280,712,916,197276,197280
197300,10,203,197296,197300
197320,712,916,197315,197320
197340,712,916,197335,197340
197360,10,203,197355,197360
197380,10,203,197375,197380
197400,10,203,197395,197400
197420,712,916,197416,197420
197440,712,916,197436,197440
197460,712,916,197455,197460
197480,10,203,197475,197480
197500,712,916,197495,197500
197520,10,203,197515,197520
197540,10,203,197535,197540
197560,280,871,197556,197560
197580,10,203,197575,197580
197600,10,203,197595,197600
197620,10,203,197616,197620
197640,868,970,197636,197640
197660,712,916,197655,197660
197680,687,856,197676,197680
197700,712,916,197695,197700
197720,10,203,197715,197720
197740,10,203,197735,197740
197760,712,916,197756,197760
197780,10,203,197776,197780
197800,10,203,197795,197800
197820,727,782,197815,197820
197840,10,203,197835,197840
197860,712,916,197856,197860
197880,712,916,197876,197880
197900,570,894,197895,197900
197920,712,916,197916,197920
197940,712,916,197935,197940
197960,10,203,197956,197960
197980,712,916,197976,197980
198000,10,203,197995,198000
198020,10,203,198015,198020
198040,10,203,198036,198040
198060,10,203,198056,198060
198080,10,203,198076,198080
198100,712,916,198095,198100
198120,10,203,198116,198120
198140,937,951,198135,198140
198160,10,203,198155,198160
198180,10,203,198175,198180
198200,712,916,198195,198200
198220,712,916,198215,198220
198240,10,203,198236,198240
198260,712,916,198256,198260
198280,10,203,198276,198280
198300,712,916,198295,198300
198320,479,696,198315,198320
198340,712,916,198335,198340
198360,10,203,198355,198360
198380,10,203,198376,198380
198400,224,725,198396,198400
198420,712,916,198415,198420
198440,712,916,198436,198440
198460,10,203,198455,198460
198480,231,953,198475,198480
198500,587,859,198496,198500
198520,712,916,198515,198520
198540,712,916,198535,198540
198560,712,916,198556,198560
198580,383,615,198576,198580
198600,10,203,198596,198600
198620,972,1011,198615,198620
198640,712,916,198636,198640
198660,10,203,198656,198660
198680,10,203,198675,198680
198700,10,203,198696,198700
198720,406,894,198716,198720
198740,10,203,198735,198740
198760,10,203,198756,198760
198780,10,203,198776,198780
198800,712,916,198796,198800
198820,10,203,198815,198820
198840,10,203,198835,198840
198860,712,916,198856,198860
198880,10,203,198875,198880
198900,712,916,198895,198900
198920,712,916,198916,198920
198940,10,203,198935,198940
198960,74,631,198955,198960
198980,612,749,198975,198980
199000,944,1002,198996,199000
199020,712,916,199016,199020
199040,10,203,199035,199040
199060,712,916,199056,199060
199080,712,916,199075,199080
199100,10,203,199095,199100
199120,712,916,199116,199120
199140,556,675,199136,199140
199160,10,203,199156,199160
199180,712,916,199176,199180
199200,10,203,199195,199200
199220,10,203,199215,199220
199240,10,203,199235,199240
199260,10,203,199256,199260
199280,10,203,199275,199280
199300,10,203,199295,199300
199320,712,916,199316,199320
199340,10,203,199336,199340
199360,10,203,199355,199360
199380,10,203,199375,199380
199400,10,203,199396,199400
199420,712,916,199415,199420
199440,10,203,199436,199440
199460,294,631,199455,199460
199480,712,916,199475,199480
199500,712,916,199496,199500
199520,712,916,199515,199520
199540,712,916,199536,199540
199560,10,203,199555,199560
199580,10,203,199576,199580
199600,10,203,199596,199600
199620,930,1004,199615,199620
199640,695,825,199635,199640
199660,10,203,199656,199660
199680,10,203,199676,199680
199700,10,203,199696,199700
199720,712,763,199715,199720
199740,10,203,199736,199740
199760,712,916,199755,199760
199780,712,916,199776,199780
199800,10,203,199795,199800
199820,10,203,199815,199820
199840,712,916,199836,199840
199860,10,203,199856,199860
199880,712,916,199876,199880
199900,10,203,199895,199900
199920,10,203,199915,199920
199940,10,203,199935,199940
199960,10,203,199955,199960
199980,712,916,199976,199980
200000,712,916,199995,200000
200020,712,916,200015,200020
200040,10,203,200036,200040
200060,712,916,200056,200060
200080,431,710,200075,200080
200100,712,916,200096,200100
200120,10,203,200116,200120
200140,10,203,200135,200140
200160,10,203,200155,200160
200180,712,916,200176,200180
200200,942,978,200195,200200
200220,10,203,200215,200220
200240,712,916,200235,200240
200260,712,916,200256,200260
200280,712,916,200275,200280
200300,10,203,200295,200300
200320,712,916,200315,200320
200340,10,203,200335,200340
200360,998,1003,200356,200360
200380,10,203,200375,200380
200400,82,996,200396,200400
200420,334,798,200416,200420
200440,121,290,200435,200440
200460,712,916,200456,200460
200480,10,203,200476,200480
200500,10,203,200496,200500
200520,712,916,200515,200520
200540,10,203,200536,200540
200560,712,916,200555,200560
200580,10,203,200576,200580
200600,10,203,200595,200600
200620,712,916,200616,200620
200640,712,916,200636,200640
200660,968,1012,200656,200660
200680,712,916,200676,200680
200700,953,970,200695,200700
200720,712,916,200715,200720
200740,10,203,200736,200740
200760,10,203,200755,200760
200780,10,203,200775,200780
200800,10,203,200795,200800
200820,10,203,200816,200820
200840,10,203,200836,200840
200860,10,203,200856,200860
200880,712,916,200876,200880
200900,10,203,200895,200900
200920,712,916,200916,200920
200940,10,203,200936,200940
200960,712,916,200955,200960
200980,712,916,200976,200980
201000,712,916,200995,201000
201020,10,203,201015,201020
201040,800,891,201036,201040
201060,10,203,201055,201060
201080,10,203,201076,201080
201100,712,916,201096,201100
201120,436,454,201115,201120
201140,712,916,201135,201140
201160,712,916,201155,201160
201180,712,916,201175,201180
201200,712,916,201196,201200
201220,712,916,201215,201220
201240,712,916,201236,201240
201260,712,916,201256,201260
201280,712,916,201275,201280
201300,962,1017,201295,201300
201320,712,916,201316,201320
201340,595,683,201336,201340
201360,712,916,201356,201360
201380,712,916,201376,201380
201400,10,203,201396,201400
201420,712,916,201416,201420
201440,712,916,201436,201440
201460,712,916,201455,201460
201480,10,203,201475,201480
201500,10,203,201495,201500
201520,712,916,201515,201520
201540,712,916,201535,201540
201560,10,203,201555,201560
201580,10,203,201576,201580
201600,712,916,201596,201600
201620,712,916,201615,201620
201640,955,986,201636,201640
201660,10,203,201655,201660
201680,10,203,201675,201680
201700,10,203,201695,201700
201720,712,916,201715,201720
201740,712,916,201736,201740
201760,712,916,201755,201760
201780,10,203,201776,201780
201800,712,916,201796,201800
201820,10,203,201815,201820
201840,10,203,201836,201840
201860,712,916,201855,201860
201880,10,203,201875,201880
201900,712,916,201895,201900
201920,823,927,201915,201920
201940,712,916,201935,201940
201960,10,203,201955,201960
201980,10,203,201975,201980
202000,10,203,201995,202000
202020,712,916,202015,202020
202040,10,203,202035,202040
202060,712,916,202055,202060
202080,10,203,202076,202080
202100,10,203,202096,202100
202120,10,203,202115,202120
202140,670,901,202135,202140
202160,712,916,202156,202160
202180,712,916,202175,202180
202200,10,203,202196,202200
202220,712,916,202215,202220
202240,712,916,202236,202240
202260,712,916,202255,202260
202280,712,916,202275,202280
202300,10,203,202295,202300
202320,712,916,202315,202320
202340,560,989,202336,202340
202360,712,916,202355,202360
202380,10,203,202376,202380
202400,712,916,202396,202400
202420,715,861,202415,202420
202440,712,916,202435,202440
202460,712,916,202455,202460
202480,712,916,202475,202480
202500,712,916,202496,202500
202520,240,271,202515,202520
202540,10,203,202535,202540
202560,575,934,202556,202560
202580,712,916,202576,202580
202600,379,739,202596,202600
202620,712,916,202615,202620
202640,10,203,202635,202640
202660,712,916,202656,202660
202680,10,203,202676,202680
202700,10,203,202695,202700
202720,10,203,202716,202720
202740,10,203,202735,202740
202760,10,203,202755,202760
202780,316,554,202776,202780
202800,712,916,202796,202800
202820,10,203,202815,202820
202840,813,853,202835,202840
202860,10,203,202855,202860
202880,712,916,202875,202880
202900,712,916,202896,202900
202920,844,921,202916,202920
202940,10,203,202935,202940
202960,712,916,202955,202960
202980,773,928,202975,202980
203000,712,916,202995,203000
203020,10,203,203016,203020
203040,712,916,203036,203040
203060,601,1007,203056,203060
203080,672,910,203076,203080
203100,10,203,203095,203100
203120,791,928,203115,203120
203140,712,916,203135,203140
203160,10,203,203156,203160
203180,10,203,203175,203180
203200,712,916,203196,203200
203220,10,203,203215,203220
203240,10,203,203235,203240
203260,10,203,203255,203260
203280,10,203,203275,203280
203300,712,916,203296,203300
203320,712,916,203316,203320
203340,712,916,203335,203340
203360,712,916,203356,203360
203380,10,203,203376,203380
203400,689,967,203396,203400
203420,10,203,203416,203420
203440,712,916,203436,203440
203460,730,852,203456,203460
203480,712,916,203475,203480
203500,10,203,203495,203500
203520,10,203,203516,203520
203540,712,916,203536,203540
203560,712,916,203555,203560
203580,10,203,203576,203580
203600,712,916,203595,203600
203620,10,203,203615,203620
203640,712,916,203636,203640
203660,712,916,203655,203660
203680,144,923,203676,203680
203700,712,916,203696,203700
203720,712,916,203715,203720
203740,10,203,203735,203740
203760,591,859,203755,203760
203780,10,203,203775,203780
203800,712,916,203796,203800
203820,10,203,203815,203820
203840,10,203,203835,203840
203860,10,203,203855,203860
203880,712,916,203876,203880
203900,10,203,203896,203900
203920,217,946,203916,203920
203940,632,769,203936,203940
203960,712,916,203956,203960
203980,712,916,203975,203980
204000,10,203,203996,204000
204020,345,811,204015,204020
204040,373,451,204036,204040
204060,712,916,204056,204060
204080,712,916,204076,204080
204100,712,916,204095,204100
204120,712,916,204115,204120
204140,10,203,204136,204140
204160,10,203,204155,204160
204180,603,637,204175,204180
204200,10,203,204195,204200
204220,10,203,204216,204220
204240,10,203,204236,204240
204260,10,203,204255,204260
204280,712,916,204275,204280
204300,712,916,204296,204300
204320,712,916,204316,204320
204340,712,916,204335,204340
204360,712,916,204355,204360
204380,712,916,204375,204380
204400,10,203,204396,204400
204420,10,203,204415,204420
204440,712,916,204436,204440
204460,10,203,204455,204460
204480,712,916,204475,204480
204500,10,203,204496,204500
204520,10,203,204515,204520
204540,712,916,204535,204540
204560,712,916,204556,204560
204580,10,203,204576,204580
204600,712,916,204596,204600
204620,712,916,204616,204620
204640,467,969,204636,204640
204660,712,916,204656,204660
204680,712,916,204676,204680
204700,10,203,204695,204700
204720,10,203,204715,204720
204740,712,916,204735,204740
204760,847,976,204756,204760
204780,712,916,204775,204780
204800,712,916,204796,204800
204820,712,916,204816,204820
204840,712,916,204836,204840
204860,10,203,204856,204860
204880,124,257,204875,204880
204900,10,203,204895,204900
204920,10,203,204916,204920
204940,712,916,204936,204940
204960,834,1004,204956,204960
204980,712,916,204976,204980
205000,712,916,204995,205000
205020,712,916,205016,205020
205040,469,638,205036,205040
205060,712,916,205056,205060
205080,10,203,205076,205080
205100,10,203,205096,205100
205120,712,916,205116,205120
